"","target","key_age","key_recency","key_frequency","key_monetary","key_rfm","key_is_left_handed","key_role","eg_factor_4","eg_factor_4_na","eg_factor_12","eg_factor_12_na","eg_factor_50","eg_factor_50_na","eg_binary","eg_binary_na","eg_logical","eg_logical_na","eg_continuous","eg_continuous_na","eg_cluster","eg_cluster_na","eg_integer_7","eg_integer_7_na","eg_integer_50","eg_integer_50_na","eg_character","eg_character_na","eg_long_character","eg_long_character_na","eg_date","eg_date_na"
"1769","negative",44.2,34,2,307,0.135746606334842,0,"sprinteurs","fish","fish","burlywood2","burlywood2","Louisiana",NA,0,0,FALSE,FALSE,156.186975193992,156.186975193992,60.8418352818117,NA,61,61,35,35,"Floral Utahprairiedog","Floral Utahprairiedog","Sit sociosqu volutpat fermentum",NA,2022-02-14,2022-02-14
"1770","negative",23.9,135,1,151,0.111425339366516,0,"puncheur","fish","fish","burlywood1","burlywood1","Ohio",NA,1,1,TRUE,TRUE,76.5757760773912,NA,40.2837042105384,40.2837042105384,71,71,33,33,"Consecutive Desertpupfish","Consecutive Desertpupfish","Gravida inceptos mattis neque,","Gravida inceptos mattis neque,",2021-11-06,2021-11-06
"1771","negative",29.6,19,4,2028,0.666855203619909,0,"domestique","raccoon","raccoon","cadetblue3","cadetblue3","Mississippi","Mississippi",1,1,TRUE,TRUE,118.579679732409,118.579679732409,70.2230384205468,70.2230384205468,59,59,24,24,"Kainolophobic Bellfrog","Kainolophobic Bellfrog","Primis sit metus eu","Primis sit metus eu",2022-02-14,NA
"1772","negative",31.3,330,1,163,0.346153846153846,1,"puncheur","dragon","dragon","burlywood4",NA,"Texas","Texas",1,1,FALSE,FALSE,151.007501064331,151.007501064331,40.679158081999,40.679158081999,47,47,29,29,"Ripe Seagull","Ripe Seagull","Libero suspendisse elementum turpis","Libero suspendisse elementum turpis",2022-02-14,2022-02-14
"1773","negative",34.1,14,11,16229,0.875,0,"rouleur","raccoon","raccoon","burlywood","burlywood","Colorado","Colorado",0,0,TRUE,TRUE,65.5517155126769,65.5517155126769,50.9029784216546,50.9029784216546,61,61,40,40,"Damaging Maggot","Damaging Maggot","Cursus tortor et ante","Cursus tortor et ante",2021-07-29,2021-07-29
"1774","negative",27,10,7,1128,0.65893665158371,0,"grimpeur","fish","fish","burlywood3","burlywood3","Hawaii","Hawaii",1,1,FALSE,FALSE,68.1858081823193,NA,40.4270738763735,40.4270738763735,59,59,16,16,"Ornithophilic Foal","Ornithophilic Foal","Class aptent tempor vitae","Class aptent tempor vitae",2021-11-06,2021-11-06
"1775","negative",40,NA,NA,NA,NA,0,"domestique","raccoon","raccoon","cadetblue3","cadetblue3","Mississippi","Mississippi",0,NA,FALSE,FALSE,133.382526675912,133.382526675912,50.9086774678435,50.9086774678435,61,61,28,NA,"Turbid Copperbutterfly","Turbid Copperbutterfly","Sit et ligula, ac","Sit et ligula, ac",2021-11-06,NA
"1776","negative",34,25,4,655,0.566742081447964,0,"domestique","fish","fish","chartreuse","chartreuse","Maine",NA,0,0,TRUE,TRUE,124.510700088568,124.510700088568,30.3794392978307,30.3794392978307,59,NA,35,35,"Relaxative Dragon","Relaxative Dragon","Non taciti et at","Non taciti et at",2021-04-20,2021-04-20
"1777","negative",28.9,101,2,279,0.256221719457014,0,"rouleur","fish","fish","burlywood","burlywood","Kansas","Kansas",1,1,TRUE,TRUE,122.171140095933,122.171140095933,70.306661354145,70.306661354145,47,47,14,14,"Flat Asianconstablebutterfly","Flat Asianconstablebutterfly","Dolor in velit pulvinar","Dolor in velit pulvinar",2021-07-29,2021-07-29
"1778","negative",51.3,225,1,150,0.203054298642534,0,"grimpeur","dog","dog","burlywood","burlywood","Oklahoma","Oklahoma",1,1,FALSE,FALSE,115.05385410641,115.05385410641,40.7878329278901,40.7878329278901,73,NA,43,43,"Shadowgraphic Hanumanmonkey","Shadowgraphic Hanumanmonkey","Odio, lorem metus ante","Odio, lorem metus ante",2021-11-06,2021-11-06
"1779","negative",32.4,125,1,156,0.109162895927602,0,"sprinteurs","dragon",NA,"cadetblue4","cadetblue4","Ohio","Ohio",1,NA,FALSE,FALSE,160.572775177207,160.572775177207,60.4002554367762,60.4002554367762,61,61,14,14,"Efficacious Wolverine","Efficacious Wolverine","Curabitur risus consequat ut","Curabitur risus consequat ut",2022-02-14,2022-02-14
"1780","negative",21.8,7,3,447,0.262443438914027,0,"gc","dragon","dragon","burlywood2","burlywood2","Mississippi",NA,1,1,FALSE,FALSE,118.056981421018,118.056981421018,50.6108505667653,NA,67,67,50,50,"Macronuclear Hoki","Macronuclear Hoki","Natoque blandit accumsan egestas","Natoque blandit accumsan egestas",2021-11-06,2021-11-06
"1781","negative",47.1,NA,NA,NA,NA,0,"domestique","raccoon","raccoon","burlywood","burlywood","Florida","Florida",1,1,TRUE,TRUE,135.39268667013,135.39268667013,70.7926791454665,70.7926791454665,67,67,30,30,"Outgoing Waxwing","Outgoing Waxwing","Tellus dictum vel egestas","Tellus dictum vel egestas",2021-07-29,2021-07-29
"1782","negative",26.9,161,3,429,0.67024886877828,0,"domestique","dragon","dragon","burlywood2","burlywood2","South Carolina","South Carolina",1,1,FALSE,FALSE,94.0844844044857,94.0844844044857,40.5846855803393,40.5846855803393,71,71,26,26,"Rearmost Chital",NA,"Donec auctor a adipiscing","Donec auctor a adipiscing",2022-02-14,2022-02-14
"1783","negative",30.6,51,4,1854,0.759615384615385,0,"puncheur","fish","fish","chartreuse","chartreuse","Wisconsin","Wisconsin",1,1,FALSE,FALSE,140.970819998416,140.970819998416,70.4367392016575,NA,73,73,46,46,"Comely Blobfish","Comely Blobfish","Eros orci cras curabitur","Eros orci cras curabitur",2021-11-06,2021-11-06
"1784","negative",50.1,140,2,340,0.445135746606335,0,"domestique","fish","fish","cadetblue2","cadetblue2","Washington","Washington",1,1,FALSE,FALSE,92.3701325351802,92.3701325351802,40.5508343521506,40.5508343521506,73,73,3,3,"Seismological Turnstone","Seismological Turnstone","Quis viverra fringilla pellentesque","Quis viverra fringilla pellentesque",2021-07-29,2021-07-29
"1785","negative",31.7,164,3,481,0.724547511312217,0,"gc","raccoon",NA,"chartreuse","chartreuse","New Mexico","New Mexico",0,0,TRUE,TRUE,143.455395550998,143.455395550998,50.5785311122891,50.5785311122891,61,61,17,17,"Underqualified Hylaeosaurus","Underqualified Hylaeosaurus","Non senectus vivamus dolor","Non senectus vivamus dolor",2021-07-29,2021-07-29
"1786","negative",26.7,32,3,1719,0.558257918552036,0,"grimpeur","fish","fish","burlywood1","burlywood1","Nebraska","Nebraska",0,0,FALSE,FALSE,131.682268730233,NA,40.5289471095894,40.5289471095894,67,67,21,21,"Radiant Quinquespinosus","Radiant Quinquespinosus","Pellentesque urna class. Amet","Pellentesque urna class. Amet",2021-07-29,2021-07-29
"1787","negative",40.1,214,4,618,0.940045248868778,0,"gc","fish","fish","cadetblue1","cadetblue1","Minnesota","Minnesota",0,NA,FALSE,FALSE,136.268795519433,136.268795519433,10.3382932147942,10.3382932147942,59,59,41,41,"Possible Loris","Possible Loris","Penatibus est mauris volutpat","Penatibus est mauris volutpat",2021-11-06,2021-11-06
"1788","negative",70.7,5,1,168,0.00735294117647059,1,"domestique","dragon","dragon","cadetblue3","cadetblue3","Texas",NA,1,1,FALSE,FALSE,114.421173992051,114.421173992051,70.3725164593197,70.3725164593197,73,73,18,18,"Crafty Hydra","Crafty Hydra","Bibendum et at felis","Bibendum et at felis",2022-02-14,2022-02-14
"1789","negative",28.2,209,1,140,0.161764705882353,0,"domestique","fish",NA,"burlywood2","burlywood2","New Mexico","New Mexico",1,1,TRUE,TRUE,108.559257500786,108.559257500786,30.5251607340761,30.5251607340761,47,47,2,2,"Squishy Dugong","Squishy Dugong","Orci ultrices at vehicula","Orci ultrices at vehicula",2021-07-29,2021-07-29
"1790","negative",35.4,14,48,16593,0.910633484162896,0,"puncheur","dog","dog","cadetblue1","cadetblue1","South Dakota","South Dakota",0,0,FALSE,FALSE,70.5521283776446,NA,40.924604980275,NA,71,71,39,NA,"Judicial Bee",NA,"Nascetur, nam, at, fringilla","Nascetur, nam, at, fringilla",2022-02-14,2022-02-14
"1791","negative",34.7,NA,NA,NA,NA,1,"grimpeur","dog","dog","cadetblue","cadetblue","Rhode Island","Rhode Island",1,1,TRUE,TRUE,83.4804568712158,83.4804568712158,60.4546166989021,60.4546166989021,67,NA,12,NA,"Smudgeless Marlin","Smudgeless Marlin","Ex sed, sed orci","Ex sed, sed orci",2021-11-06,2021-11-06
"1792","negative",24.8,111,3,1923,0.792986425339366,0,"domestique","dragon","dragon","burlywood1","burlywood1","Alabama","Alabama",0,0,TRUE,TRUE,128.448869463042,128.448869463042,50.7325091091916,50.7325091091916,59,59,45,45,"Traumatic Bushbaby","Traumatic Bushbaby","Lectus purus velit senectus","Lectus purus velit senectus",2021-11-06,2021-11-06
"1793","negative",65.7,115,3,444,0.590497737556561,0,"grimpeur","fish","fish","cadetblue3","cadetblue3","South Dakota","South Dakota",1,1,TRUE,TRUE,78.0601055514497,78.0601055514497,20.3523369915783,20.3523369915783,53,53,3,3,"Halfdemocratic Harpseal","Halfdemocratic Harpseal","Velit eros, tincidunt egestas",NA,2022-02-14,2022-02-14
"1794","negative",36.4,289,2,2041,0.875,0,"grimpeur","fish","fish","burlywood4","burlywood4","Texas","Texas",1,1,TRUE,TRUE,89.6363612055075,89.6363612055075,20.8862369768322,20.8862369768322,59,59,35,NA,"Ulcerous Leopardseal","Ulcerous Leopardseal","Ante eu, eu, hendrerit","Ante eu, eu, hendrerit",2022-02-14,NA
"1795","negative",31.7,89,3,481,0.585407239819005,0,"sprinteurs","fish","fish","cadetblue","cadetblue","Florida","Florida",1,NA,TRUE,TRUE,125.685483479472,125.685483479472,60.7899909485132,60.7899909485132,47,NA,26,26,"Lethal Peregrinefalcon","Lethal Peregrinefalcon","Egestas lorem amet hendrerit.","Egestas lorem amet hendrerit.",2021-07-29,2021-07-29
"1796","negative",26.6,61,2,309,0.218891402714932,0,"gc","raccoon","raccoon","chartreuse",NA,"Alaska","Alaska",0,0,TRUE,TRUE,125.935245170216,125.935245170216,20.4053308845032,20.4053308845032,61,61,41,41,"Contractible Mullet","Contractible Mullet","Maecenas mauris metus ut","Maecenas mauris metus ut",2021-11-06,2021-11-06
"1797","negative",28.8,9,7,1032,0.649321266968326,0,"domestique","fish","fish","chartreuse","chartreuse","Alaska","Alaska",0,NA,FALSE,FALSE,149.09900349847,NA,50.2603477621451,50.2603477621451,47,47,7,7,"Squishy Dugong",NA,"Blandit a tempor penatibus.","Blandit a tempor penatibus.",2022-02-14,2022-02-14
"1798","negative",37.3,10,2,303,0.0582579185520362,1,"domestique","dragon","dragon","chartreuse","chartreuse","North Carolina","North Carolina",0,0,FALSE,FALSE,128.944780963186,128.944780963186,30.031749852933,30.031749852933,71,71,42,42,"Incredible Yardant","Incredible Yardant","Porta litora quisque in","Porta litora quisque in",2022-02-14,2022-02-14
"1799","negative",50.7,109,2,1572,0.578054298642534,0,"grimpeur","fish","fish","cadetblue2","cadetblue2","New Hampshire","New Hampshire",0,0,TRUE,TRUE,155.507908078326,155.507908078326,40.4005436741281,40.4005436741281,67,67,26,26,"Undesirable Ugandakob","Undesirable Ugandakob","Cras accumsan nec ipsum",NA,2022-02-14,2022-02-14
"1800","negative",23,8,5,753,0.570135746606335,1,"domestique","raccoon","raccoon","burlywood","burlywood","Vermont","Vermont",0,0,TRUE,TRUE,140.551702174459,140.551702174459,10.5390761487652,10.5390761487652,47,47,45,NA,"Semihistoric Africanclawedfrog","Semihistoric Africanclawedfrog","Lacus et, pulvinar dictum",NA,2022-02-14,2022-02-14
"1801","negative",19.9,18,2,295,0.0661764705882353,0,"grimpeur","raccoon","raccoon","burlywood1","burlywood1","Missouri","Missouri",0,0,FALSE,FALSE,90.9038065705495,NA,10.7580982707441,10.7580982707441,67,67,4,4,"Reversible Marmot","Reversible Marmot","Condimentum, nulla felis quam.","Condimentum, nulla felis quam.",2021-07-29,2021-07-29
"1802","negative",22.4,31,3,450,0.386877828054299,0,"domestique","fish","fish","cadetblue3","cadetblue3","South Dakota","South Dakota",1,1,FALSE,FALSE,136.259089383173,136.259089383173,10.4557717554271,10.4557717554271,71,NA,10,10,"Shaded Quadrisectus","Shaded Quadrisectus","Eget ut justo eget","Eget ut justo eget",2022-02-14,2022-02-14
"1803","negative",28.7,38,14,3432,0.941176470588235,0,"grimpeur","fish","fish","cadetblue2","cadetblue2","Indiana","Indiana",0,0,FALSE,FALSE,138.768897627207,138.768897627207,60.3677997528575,60.3677997528575,47,47,26,26,"Bald Fulmar",NA,"Fusce phasellus quisque justo","Fusce phasellus quisque justo",2021-11-06,2021-11-06
"1804","negative",50.4,97,1,179,0.102941176470588,0,"gc","fish","fish","burlywood4","burlywood4","Massachusetts","Massachusetts",0,0,TRUE,TRUE,116.024598052209,116.024598052209,70.9217065956909,70.9217065956909,71,71,42,42,"Divergent Corydorascatfish","Divergent Corydorascatfish","Taciti sed lacus urna",NA,2022-02-14,2022-02-14
"1805","negative",33.7,15,1,110,0.00395927601809955,0,"domestique","fish","fish","cadetblue3","cadetblue3","Nevada","Nevada",0,0,FALSE,FALSE,111.600639665991,111.600639665991,60.7290209603962,60.7290209603962,67,NA,15,15,"Inbred Furseal","Inbred Furseal","Pharetra, purus nisl duis","Pharetra, purus nisl duis",2021-11-06,2021-11-06
"1806","negative",27.3,46,4,3325,0.813348416289593,1,"grimpeur","dragon","dragon","cadetblue","cadetblue","Montana","Montana",1,1,FALSE,FALSE,130.642867064698,130.642867064698,60.0740615157411,60.0740615157411,67,67,22,22,"Undivined Pupfish","Undivined Pupfish","Netus aliquam curabitur mauris","Netus aliquam curabitur mauris",2022-02-14,2022-02-14
"1807","negative",30.8,NA,NA,NA,NA,0,"domestique","fish","fish","burlywood1","burlywood1","Oregon","Oregon",0,0,TRUE,TRUE,155.992448922389,NA,30.4674884993583,30.4674884993583,67,67,35,35,"Cyan Halicore","Cyan Halicore","Id sed convallis ultrices","Id sed convallis ultrices",2022-02-14,2022-02-14
"1808","negative",30.5,187,2,321,0.496606334841629,0,"grimpeur","fish","fish","cadetblue4","cadetblue4","Utah",NA,0,0,TRUE,TRUE,93.2770672558784,93.2770672558784,30.9938940270804,30.9938940270804,73,73,27,27,"Declarative Tattler","Declarative Tattler","Mauris, torquent, porta nunc","Mauris, torquent, porta nunc",2022-02-14,2022-02-14
"1809","negative",19,NA,NA,NA,NA,0,"domestique","raccoon","raccoon","chartreuse","chartreuse","Alaska","Alaska",0,0,TRUE,TRUE,95.7176614869326,95.7176614869326,20.3608966029715,20.3608966029715,67,67,28,28,"Bushy Axolotl","Bushy Axolotl","Inceptos tempor malesuada pretium",NA,2021-07-29,2021-07-29
"1810","negative",51,77,4,651,0.726244343891403,0,"gc","raccoon","raccoon","burlywood3","burlywood3","Rhode Island","Rhode Island",0,0,TRUE,TRUE,169.529866558915,169.529866558915,20.0707166700158,20.0707166700158,71,71,4,4,"Anecdotal Nag","Anecdotal Nag","Nostra sit sed sapien","Nostra sit sed sapien",2021-07-29,2021-07-29
"1811","negative",31.8,43,4,580,0.604072398190045,0,"grimpeur","dragon","dragon","cadetblue3","cadetblue3","Nevada","Nevada",1,1,TRUE,TRUE,67.1732766323377,67.1732766323377,40.3108019793872,40.3108019793872,53,53,3,3,"Pigish Aegeancat","Pigish Aegeancat","Eget sed vel maximus","Eget sed vel maximus",2021-11-06,2021-11-06
"1812","negative",36.2,38,7,1069,0.77262443438914,0,"gc","raccoon","raccoon","burlywood3","burlywood3","Alaska",NA,0,0,FALSE,FALSE,143.527337965606,143.527337965606,70.7665914418176,70.7665914418176,61,61,15,15,"Nepotistic Hermitcrab","Nepotistic Hermitcrab","Id sit nunc odio","Id sit nunc odio",2021-11-06,NA
"1813","negative",46.4,NA,NA,NA,NA,0,"gc","dog","dog","chartreuse1","chartreuse1","Connecticut","Connecticut",1,1,TRUE,TRUE,79.8667963514534,79.8667963514534,20.8590867251623,20.8590867251623,61,61,31,31,"Inborn Gordonsetter","Inborn Gordonsetter","Velit sed mi suscipit",NA,2021-07-29,2021-07-29
"1814","negative",37.5,130,7,2506,0.993778280542986,0,"domestique","fish","fish","burlywood3","burlywood3","Texas","Texas",1,1,TRUE,TRUE,108.115015758963,108.115015758963,10.8612978432793,10.8612978432793,73,73,30,30,"Restoring Bushbaby","Restoring Bushbaby","Vehicula ac imperdiet id.","Vehicula ac imperdiet id.",2021-04-20,2021-04-20
"1815","negative",28.5,22,12,16861,0.923642533936652,0,"domestique","raccoon","raccoon","cadetblue2","cadetblue2","Delaware","Delaware",1,NA,TRUE,TRUE,86.3534860955405,86.3534860955405,20.8200565699954,20.8200565699954,71,71,16,16,"Jaunty Cormorant","Jaunty Cormorant","Mauris porttitor enim odio","Mauris porttitor enim odio",2022-02-14,2022-02-14
"1816","negative",32,21,11,17539,0.915158371040724,0,"domestique","fish","fish","cadetblue4",NA,"Alaska","Alaska",1,1,FALSE,FALSE,79.5897011445501,79.5897011445501,40.7590495981276,40.7590495981276,59,59,47,NA,"Viperine Bluegill","Viperine Bluegill","Urna, sit. Aptent ex",NA,2022-02-14,2022-02-14
"1817","negative",19.9,191,1,154,0.176470588235294,1,"domestique","dog","dog","burlywood","burlywood","Kentucky","Kentucky",1,1,FALSE,FALSE,93.8507465651305,93.8507465651305,70.3282349461224,70.3282349461224,73,73,10,10,"Colourblind Dikkops","Colourblind Dikkops","Eget nunc, iaculis a.","Eget nunc, iaculis a.",2021-04-20,2021-04-20
"1818","negative",29.1,54,3,2015,0.679298642533937,0,"domestique","dog","dog","burlywood","burlywood","Alabama","Alabama",1,1,TRUE,TRUE,68.3036243054199,68.3036243054199,50.9367352344561,50.9367352344561,59,59,27,27,"Distasteful Doe","Distasteful Doe","Ante feugiat sit arcu","Ante feugiat sit arcu",2021-07-29,2021-07-29
"1819","negative",28.4,140,2,319,0.421945701357466,0,"grimpeur","dragon","dragon","cadetblue","cadetblue","New Mexico","New Mexico",1,1,FALSE,FALSE,111.842464229672,111.842464229672,20.1617096245755,20.1617096245755,71,71,22,22,"Furry Erin","Furry Erin","Ac, pulvinar massa erat","Ac, pulvinar massa erat",2022-02-14,2022-02-14
"1820","negative",30.5,26,5,797,0.671945701357466,0,"grimpeur","fish","fish","burlywood",NA,"Connecticut","Connecticut",0,0,FALSE,FALSE,85.623908166492,85.623908166492,70.9069631875027,70.9069631875027,53,53,30,30,"Frightenable Duck","Frightenable Duck","Nulla, imperdiet ac dis","Nulla, imperdiet ac dis",2021-11-06,2021-11-06
"1821","negative",38.4,3,63,168579,0.884615384615385,0,"domestique","fish","fish","cadetblue1","cadetblue1","Kansas","Kansas",0,0,TRUE,TRUE,161.426642959771,NA,10.6265658037737,10.6265658037737,61,61,9,9,"Scribblephobic Cormorant","Scribblephobic Cormorant","Diam eu luctus velit","Diam eu luctus velit",2021-11-06,2021-11-06
"1822","negative",29.6,148,3,445,0.66289592760181,0,"domestique","fish","fish","burlywood1","burlywood1","North Dakota","North Dakota",1,NA,TRUE,TRUE,131.917053419363,131.917053419363,60.6757932309993,60.6757932309993,59,59,17,17,"Homicidal Megaraptor","Homicidal Megaraptor","Lacus in. Eleifend fermentum","Lacus in. Eleifend fermentum",2021-11-06,2021-11-06
"1823","negative",15,282,2,1862,0.85237556561086,0,"puncheur","raccoon","raccoon","cadetblue","cadetblue","Wyoming",NA,1,1,TRUE,TRUE,74.0577169268216,74.0577169268216,70.8716808469035,70.8716808469035,61,61,10,10,"Wooden Krill","Wooden Krill","Quisque est dis. Mus","Quisque est dis. Mus",2021-11-06,2021-11-06
"1824","negative",64.9,71,3,445,0.498303167420814,0,"domestique","raccoon","raccoon","cadetblue1","cadetblue1","North Dakota","North Dakota",1,1,TRUE,TRUE,102.908066698765,102.908066698765,50.43540803832,50.43540803832,67,67,45,45,"Durable Monkfish","Durable Monkfish","At, mauris interdum amet","At, mauris interdum amet",2021-11-06,2021-11-06
"1825","negative",20.1,NA,NA,NA,NA,0,"sprinteurs","fish","fish","cadetblue1","cadetblue1","New Hampshire","New Hampshire",0,0,FALSE,FALSE,85.3009954082678,85.3009954082678,40.024315292947,40.024315292947,67,67,18,NA,"Columned Atlanticbluetang","Columned Atlanticbluetang","Dolor fames quisque at","Dolor fames quisque at",2021-11-06,2021-11-06
"1826","negative",44.1,20,3,449,0.345022624434389,0,"gc","raccoon","raccoon","cadetblue4","cadetblue4","Massachusetts",NA,0,0,FALSE,FALSE,173.335147459141,173.335147459141,10.161472534528,10.161472534528,47,NA,49,49,"Baccivorous Africanmolesnake","Baccivorous Africanmolesnake","In urna metus ipsum","In urna metus ipsum",2021-11-06,2021-11-06
"1827","negative",46.5,48,4,593,0.630090497737557,0,"grimpeur","fish",NA,"cadetblue3","cadetblue3","Wyoming","Wyoming",1,1,TRUE,TRUE,109.423717638893,109.423717638893,30.0576962330379,30.0576962330379,59,59,46,46,"Ethnohistorical Sora","Ethnohistorical Sora","Laoreet at pulvinar inceptos","Laoreet at pulvinar inceptos",2021-07-29,2021-07-29
"1828","negative",27.5,257,2,275,0.471719457013575,0,"domestique","dragon","dragon","burlywood","burlywood","Maine","Maine",1,1,FALSE,FALSE,66.4111433493365,66.4111433493365,30.8139285468496,30.8139285468496,73,73,38,38,"Foliaged Stinkpot","Foliaged Stinkpot","Urna convallis ligula scelerisque","Urna convallis ligula scelerisque",2021-07-29,NA
"1829","negative",36.4,33,5,736,0.68552036199095,1,"grimpeur","fish","fish","cadetblue4","cadetblue4","Arkansas",NA,1,1,TRUE,TRUE,157.867756115761,157.867756115761,50.7967113454361,NA,73,73,11,11,"Consecutive Desertpupfish","Consecutive Desertpupfish","Quis dictum consequat mus","Quis dictum consequat mus",2022-02-14,2022-02-14
"1830","negative",13.6,130,1,134,0.0701357466063348,0,"domestique","dragon","dragon","cadetblue4","cadetblue4","Oregon","Oregon",0,0,FALSE,FALSE,95.616370070718,95.616370070718,20.0669372053817,20.0669372053817,59,NA,32,32,"Amethystine Brahmanbull","Amethystine Brahmanbull","Ornare sem lectus mauris,","Ornare sem lectus mauris,",2021-11-06,2021-11-06
"1831","positive",57.3,144,2,14972,0.785067873303167,0,"domestique","dragon","dragon","burlywood3",NA,"Utah","Utah",0,0,TRUE,TRUE,132.633867525911,132.633867525911,20.0953224785626,20.0953224785626,71,71,12,12,"Soulful Conch","Soulful Conch","Sed nullam neque maecenas","Sed nullam neque maecenas",2022-02-14,2022-02-14
"1832","negative",23.7,360,1,181,0.382918552036199,0,"grimpeur","raccoon","raccoon","cadetblue2","cadetblue2","West Virginia","West Virginia",0,0,FALSE,FALSE,117.412390884375,117.412390884375,50.8760050525889,50.8760050525889,53,53,47,47,"Paramilitant Nightheron","Paramilitant Nightheron","At dui ullamcorper eu","At dui ullamcorper eu",2022-02-14,2022-02-14
"1833","positive",39,135,6,915,0.962669683257919,0,"grimpeur","dragon","dragon","burlywood2",NA,"Oklahoma","Oklahoma",0,NA,FALSE,FALSE,139.321364880711,139.321364880711,40.9228744283319,40.9228744283319,61,61,29,29,"Carnose Canine","Carnose Canine","Lacus curabitur, nibh et","Lacus curabitur, nibh et",2021-11-06,2021-11-06
"1834","negative",40.9,12,3,408,0.250565610859729,0,"domestique","fish","fish","burlywood","burlywood","Idaho","Idaho",1,1,TRUE,TRUE,140.608111737471,140.608111737471,60.2970670768991,60.2970670768991,47,47,12,12,"Bloodthirsty Fireant","Bloodthirsty Fireant","Nulla aliquam lorem nulla","Nulla aliquam lorem nulla",2021-11-06,2021-11-06
"1835","negative",25.2,95,6,3576,0.981900452488688,1,"gc","fish","fish","cadetblue","cadetblue","Alabama","Alabama",0,NA,TRUE,TRUE,100.787171799789,100.787171799789,30.2499197518919,30.2499197518919,67,67,28,28,"Semiboiled Stegosaurus","Semiboiled Stegosaurus","Erat, litora nisi tellus","Erat, litora nisi tellus",2021-01-10,NA
"1836","negative",33.9,312,2,281,0.512443438914027,1,"gc","fish","fish","chartreuse1","chartreuse1","New Mexico","New Mexico",0,0,FALSE,FALSE,68.5598092308146,68.5598092308146,10.3744303337298,NA,71,NA,48,48,"Slowmoving Racerunner","Slowmoving Racerunner","Turpis nunc ut bibendum","Turpis nunc ut bibendum",2021-11-06,2021-11-06
"1837","negative",21.2,24,3,421,0.339932126696833,0,"grimpeur","raccoon","raccoon","burlywood2",NA,"Maryland","Maryland",0,0,TRUE,TRUE,84.4167183369876,84.4167183369876,50.4228717510123,50.4228717510123,47,47,12,12,"Constituent Arcticfox","Constituent Arcticfox","Eros nec sed fames","Eros nec sed fames",2022-02-14,2022-02-14
"1838","negative",20.7,NA,NA,NA,NA,0,"domestique","raccoon","raccoon","cadetblue1","cadetblue1","Oregon","Oregon",0,0,TRUE,TRUE,108.719780691856,108.719780691856,40.6375089087524,40.6375089087524,59,59,43,43,"Polkadotted Yellowjacket","Polkadotted Yellowjacket","Ipsum commodo tempor vulputate","Ipsum commodo tempor vulputate",2021-11-06,2021-11-06
"1839","negative",61,15,6,13902,0.832013574660634,0,"rouleur","fish","fish","cadetblue4",NA,"Florida","Florida",0,0,FALSE,FALSE,159.018405984571,159.018405984571,60.3704219115898,60.3704219115898,67,NA,29,29,"Quasiconstant Whimbrel","Quasiconstant Whimbrel","Porta sed velit tincidunt","Porta sed velit tincidunt",2022-02-14,2022-02-14
"1840","negative",25.8,108,1,158,0.0882352941176471,0,"grimpeur","raccoon","raccoon","chartreuse","chartreuse","West Virginia","West Virginia",1,1,TRUE,TRUE,130.372739362811,130.372739362811,30.421756366035,30.421756366035,61,61,40,40,"General Mudpuppy","General Mudpuppy","In efficitur, sed nisl","In efficitur, sed nisl",2022-02-14,2022-02-14
"1841","negative",33.9,43,9,1352,0.813914027149321,0,"domestique","raccoon",NA,"chartreuse1","chartreuse1","Illinois","Illinois",0,NA,FALSE,FALSE,75.0562060778839,75.0562060778839,60.3264527651481,60.3264527651481,53,53,36,NA,"Homey Blackbuck","Homey Blackbuck","In in bibendum netus,","In in bibendum netus,",2022-02-14,2022-02-14
"1842","negative",21.2,29,2,289,0.0916289592760181,0,"domestique","dragon","dragon","burlywood3","burlywood3","Tennessee","Tennessee",0,0,TRUE,TRUE,133.586281745929,133.586281745929,50.0926481706556,50.0926481706556,67,67,31,31,"Ameboid Eland","Ameboid Eland","A, nec est sapien","A, nec est sapien",2022-02-14,2022-02-14
"1843","negative",21.3,10,43,33692,0.903846153846154,0,"domestique","raccoon","raccoon","cadetblue","cadetblue","Arizona","Arizona",0,0,TRUE,TRUE,54.8250085719301,54.8250085719301,30.7343053210061,30.7343053210061,47,47,9,9,"Constituent Arcticfox",NA,"Bibendum, arcu erat nulla,",NA,2021-11-06,2021-11-06
"1844","negative",19.9,14,3,1813,0.492081447963801,0,"grimpeur","dog","dog","burlywood3","burlywood3","Rhode Island","Rhode Island",0,0,TRUE,TRUE,128.965269169402,128.965269169402,60.8544639628381,60.8544639628381,67,67,21,21,"Angelic Iraniangroundjay","Angelic Iraniangroundjay","Molestie fusce et. Sed","Molestie fusce et. Sed",2021-11-06,2021-11-06
"1845","positive",51.2,224,1,144,0.179298642533937,0,"sprinteurs","fish","fish","burlywood1","burlywood1","Wyoming","Wyoming",1,1,TRUE,TRUE,174.427912073625,174.427912073625,20.7328842976131,20.7328842976131,47,47,46,46,"Travelsick Arieltoucan","Travelsick Arieltoucan","Egestas laoreet natoque. Eu",NA,2021-07-29,2021-07-29
"1846","negative",29.7,339,1,151,0.311651583710407,0,"domestique","dragon","dragon","chartreuse","chartreuse","Wyoming","Wyoming",0,0,FALSE,FALSE,130.579882496851,130.579882496851,60.2157978927717,60.2157978927717,73,73,26,26,"Sulfureous Eider","Sulfureous Eider","Sed rutrum dolor, dolor","Sed rutrum dolor, dolor",2021-11-06,2021-11-06
